id,title_zh,title_en,title_jp,caption_zh,caption_en,caption_jp,category,posterImage,rarity,hidden,oracle,title_ru,caption_ru,title_es,caption_es,title_tc,caption_tc,series,,,,
63,踏足南极洲,Setting Foot in Antarctica,南極に足を踏み入れる,白茫茫大地真干净，像是把地球翻到了背面。,"So white, so quiet — like flipping the Earth over and seeing its spine.",真っ白な大地、静寂の裏面、それが地球の背中。,life,,legendary,,,Посетить Антарктиду,"Белая, белая земля действительно чиста, словно Земля перевернута наизнанку.",Pisar la Antártida,"La tierra blanca como la nieve está realmente limpia, como si el planeta hubiera sido volteado.",踏足南極洲,白茫茫大地真幹凈，像是把地球翻到了背面。,,,,,
64,看漫天繁星,Stargazing,星空を見上げる,我们总是头朝下，看着文件、电脑、手机。城市的光污染让我们即使抬头也看不到它们——亿万光年外爆炸的一瞬历经亿万年的一闪。,"We always look down — at files, screens, phones. And even when we look up, city lights hide the stars: explosions billions of light-years away, flashing across time.",私たちはいつも下を見ている。書類、画面、スマホ。そしてたまに空を見上げても、街の光が星を隠してしまう——何億光年も離れた一瞬の閃光が、今ようやく届いた。,quest,,common,,,Смотри на звёзды на небе,"Мы всегда смотрим вниз, на документы, компьютеры и телефоны. Световое загрязнение городов не позволяет нам увидеть их даже когда мы поднимаем голову — мгновение взрыва на расстоянии миллиардов световых лет, которое путешествовало миллиарды лет.",Mira Las Estrellas En El Cielo,"Siempre miramos hacia abajo, viendo documentos, computadoras y teléfonos. La contaminación lumínica de las ciudades hace que incluso al levantar la cabeza no podamos verlas: el instante de una explosión a miles de millones de años luz, un destello que ha viajado miles de millones de años.",看漫天繁星,我們總是頭朝下，看著文件、電腦、手機。城市的光汙染讓我們即使擡頭也看不到它們——億萬光年外爆炸的一瞬歷經億萬年的一閃。,,,,,
65,自己做饭,Cooking for Yourself,自炊する,这是我的独家秘密：油多不坏菜,This is my secret recipe: more oil never ruins a dish.,これが私の秘伝レシピ：油を多くすれば、料理は失敗しない。,quest,,rare,,,Готовить самому,Это мой эксклюзивный секрет: много масла не испортит блюда,Cocinar Yo Mismo / MismA,Este es mi secreto exclusivo: el aceite en exceso no arruina la comida.,自己做飯,這是我的獨家秘密：油多不壞菜,,,,,
66,一起做饭,Cooking Together,彼のために料理を作る,这比什么都亲密。,This is more intimate than anything else.,これ以上に親密なことはない。,life,,rare,,,Готовить вместе,"Это более близко, чем что-либо другое.",Cocinar juntos,Esto es más íntimo que cualquier cosa.,一起做飯,這比什麽都親密。,,,,,
67,通宵,All-nighter,徹夜する,是因为什么呢？那都不重要，但我想你一定很痛快。,Why did you stay up all night? It doesn't matter — I bet it was worth it.,なぜ徹夜したのか？そんなことはどうでもいい。でもきっと楽しかったはず。,quest,,common,,,Всю ночь напролёт,"Почему так? Это уже не важно, но я думаю, ты, наверное, очень доволен этим.",Toda la noche,"¿Por qué? No importa, pero creo que debes estar muy contento.",通宵,是因為什麽呢？那都不重要，但我想你一定很痛快。,,,,,
68,网吧五连坐,Five Seats in a Row at an Internet Café,ネットカフェで五連席,赢……赢了吗？,Did we... win?,勝った……のかな？,quest,,common,,,Пять кресел подряд в интернет-кафе,Победа…… мы победили?,Cinco sillas seguidas en un cibercafé,¿G... ganamos?,網吧五連坐,贏……贏了嗎？,,,,,
69,滑雪,Skiing,スキーをする,是白色鸦片还是白色绷带？,Is it white opium or white bandages?,白い麻薬か、それとも白い包帯か。,sports,,rare,,,Лыжи,Белый опиум или белый бинт?,Esquiar,¿Es opio blanco o venda blanca?,滑雪,是白色鴉片還是白色繃帶？,,,,,
70,学会一首曲子,Learned A Piece of Music,一曲を覚える,不管是乐器还是歌唱，不管是古典还是流行，你认真的样子真迷人。,"Whether it’s playing or singing, classical or pop — you look mesmerizing when you’re focused.",楽器でも歌でも、クラシックでもポップでも、真剣な君の姿は本当に魅力的。,skills,,common,,,Освоить мелодию,"Независимо от того, речь идет об инструменте или пении, о классике или поп-музыке, твоя серьезная внешность очень迷人на.",Aprender una melodía,"Ya sea instrumento o canto, ya sea clásico o pop, tu forma de ser seria es realmente encantadora.",學會一首曲子,不管是樂器還是歌唱，不管是古典還是流行，你認真的樣子真迷人。,,,,,
71,学会一支舞,Learned A Dance,ダンスを覚える,下次记得邀请我。,"Next time, don’t forget to invite me.",次は私も誘ってね。,skills,,common,,,Научиться танцевать один танец,Напомни мне пригласить в следующий раз.,Aprender un baile,Recuérdame invitar la próxima vez.,學會一支舞,下次記得邀請我。,,,,,
72,临《兰亭集序》,Copying Lantingji Xu,蘭亭序の臨書,之之之之之之之之之之之之之之之之之之之之。,之之之之之之之之之之之之之之之之之之之之。,之之之之之之之之之之之之之之之之之之之之。,quest,,rare,,,Копирование «Ланьтинцзи сю»,之之之之之之之之之之之之之之之之之之之之。,Copia de «Prefacio al Pabellón de Orquídeas»,之之之之之之之之之之之之之之之之之之之之。,臨《蘭亭集序》,之之之之之之之之之之之之之之之之之之之之。,,,,,
73,能够盲测分辨出可口可乐和百事可乐,Blind Cola Taste Test,コーラのブラインドテスト,一个是洁厕灵，一个是刷锅水。,"One is toilet cleaner, the other is dishwater.",一つはトイレ用洗剤、もう一つは鍋洗いの残り水。,quest,,rare,,,Может различить Кока-колу и Пепси-колу слепо,"Один — это средство для уборки туалета, другой — это вода для мытья посуды.",Puede distinguir entre Coca-Cola y Pepsi en una prueba a ciegas,"Uno es limpiador de inodoros, el otro es agua para lavar ollas.",能夠盲測分辨出可口可樂和百事可樂,一個是潔廁靈，一個是刷鍋水。,,,,,
74,完成半马,Half marathon completed,ハーフマラソン完走,恭喜你，虽然我因为马拉松比赛封锁道路上班迟到扣了半天工资。,"Congrats, though I got half a day's pay deducted for being late due to the road closures.",おめでとう、でも私はマラソンで道が封鎖されて遅刻し、半日分の給料が減ったよ。,sports,,rare,,,Завершить полумарафон,"Поздравляю, хотя я опоздал на работу из-за блокировки дорог для марафона и потерял половину дневной зарплаты.",Completar una media maratón,"Felicidades, aunque me descontaron medio día de salario por llegar tarde al trabajo debido al cierre de carreteras por la maratón.",完成半馬,恭喜你，雖然我因為馬拉松比賽封鎖道路上班遲到扣了半天工資。,,,,,
75,后空翻,Backflip,バク転,脸着地也算的。,Landing on your face still counts.,顔から落ちてもカウントされる。,skills,,rare,,,Задний сальто,Посадиться лицом в землю тоже считается.,Salto atrás con giro completo,Incluso si caes de cara cuenta.,後空翻,臉著地也算的。,,,,,
